Analitical SMA simulations

0,00319	2,16979
0,00518	2,16943
0,00716	2,16906
0,00915	2,16868
0,01114	2,16828
0,01312	2,16786
0,01511	2,16743
0,01709	2,16699
0,01908	2,16653
0,02106	2,16606
0,02305	2,16557
0,02503	2,16507
0,02702	2,16455
0,02901	2,16402
0,03099	2,16348
0,03298	2,16293
0,03496	2,16236
0,03695	2,16177
0,03893	2,16117
0,04092	2,16056
0,0429	2,15994
0,04489	2,1593
0,04688	2,15865
0,04886	2,15798
0,05085	2,1573
0,05283	2,15661
0,05482	2,15591
0,0568	2,15519
0,05879	2,15446
0,06077	2,15371
0,06276	2,15295
0,06475	2,15218
0,06673	2,1514
0,06872	2,15061
0,0707	2,1498
0,07269	2,14898
0,07467	2,14814
0,07666	2,1473
0,07864	2,14644
0,08063	2,14557
0,08262	2,14468
0,0846	2,14379
0,08659	2,14288
0,08857	2,14196
0,09056	2,14102
0,09254	2,14008
0,09453	2,13912
0,09651	2,13815
0,0985	2,13717
0,10049	2,13618
0,10247	2,13518
0,10446	2,13416
0,10644	2,13313
0,10843	2,13209
0,11041	2,13104
0,1124	2,12998
0,11438	2,12891
0,11637	2,12782
0,11836	2,12672
0,12034	2,12562
0,12233	2,1245
0,12431	2,12337
0,1263	2,12222
0,12828	2,12107
0,13027	2,11991
0,13225	2,11873
0,13424	2,11755
0,13623	2,11635
0,13821	2,11514
0,1402	2,11393
0,14218	2,1127
0,14417	2,11146
0,14615	2,11021
0,14814	2,10895
0,15013	2,10768
0,15211	2,1064
0,1541	2,10511
0,15608	2,10381
0,15807	2,10249
0,16005	2,10117
0,16204	2,09984
0,16402	2,0985
0,16601	2,09715
0,168	2,09578
0,16998	2,09441
0,17197	2,09303
0,17395	2,09164
0,17594	2,09024
0,17792	2,08883
0,17991	2,0874
0,18189	2,08597
0,18388	2,08453
0,18587	2,08309
0,18785	2,08163
0,18984	2,08016
0,19182	2,07868
0,19381	2,0772
0,19579	2,0757
0,19778	2,0742
0,19976	2,07268
0,20175	2,07116
0,20374	2,06963
0,20572	2,06809
0,20771	2,06654
0,20969	2,06498
0,21168	2,06341
0,21366	2,06184
0,21565	2,06025
0,21763	2,05866
0,21962	2,05706
0,22161	2,05545
0,22359	2,05383
0,22558	2,0522
0,22756	2,05057
0,22955	2,04892
0,23153	2,04727
0,23352	2,04561
0,2355	2,04395
0,23749	2,04227
0,23948	2,04059
0,24146	2,03889
0,24345	2,03719
0,24543	2,03549
0,24742	2,03377
0,2494	2,03205
0,25139	2,03032
0,25337	2,02858
0,25536	2,02683
0,25735	2,02508
0,25933	2,02332
0,26132	2,02155
0,2633	2,01977
0,26529	2,01799
0,26727	2,0162
0,26926	2,0144
0,27124	2,0126
0,27323	2,01079
0,27522	2,00897
0,2772	2,00714
0,27919	2,00531
0,28117	2,00347
0,28316	2,00162
0,28514	1,99977
0,28713	1,99791
0,28911	1,99604
0,2911	1,99417
0,29309	1,99229
0,29507	1,9904
0,29706	1,98851
0,29904	1,98661
0,30103	1,9847
0,30301	1,98279
0,305	1,98087
0,30698	1,97895
0,30897	1,97702
0,31096	1,97508
0,31294	1,97313
0,31493	1,97118
0,31691	1,96923
0,3189	1,96727
0,32088	1,9653
0,32287	1,96333
0,32485	1,96135
0,32684	1,95936
0,32883	1,95737
0,33081	1,95538
0,3328	1,95338
0,33478	1,95137
0,33677	1,94936
0,33875	1,94734
0,34074	1,94531
0,34272	1,94329
0,34471	1,94125
0,3467	1,93921
0,34868	1,93717
0,35067	1,93512
0,35265	1,93306
0,35464	1,931
0,35662	1,92894
0,35861	1,92687
0,36059	1,92479
0,36258	1,92271
0,36457	1,92063
0,36655	1,91854
0,36854	1,91645
0,37052	1,91435
0,37251	1,91224
0,37449	1,91014
0,37648	1,90802
0,37846	1,90591
0,38045	1,90379
0,38244	1,90166
0,38442	1,89953
0,38641	1,8974
0,38839	1,89526
0,39038	1,89311
0,39236	1,89097
0,39435	1,88882
0,39633	1,88666
0,39832	1,8845
0,40031	1,88234
0,40229	1,88017
0,40428	1,878
0,40626	1,87583
0,40825	1,87365
0,41023	1,87147
0,41222	1,86928
0,4142	1,86709
0,41619	1,8649
0,41818	1,8627
0,42016	1,8605
0,42215	1,8583
0,42413	1,85609
0,42612	1,85388
0,4281	1,85167
0,43009	1,84945
0,43207	1,84723
0,43406	1,84501
0,43605	1,84278
0,43803	1,84056
0,44002	1,83832
0,442	1,83609
0,44399	1,83385
0,44597	1,83161
0,44796	1,82937
0,44994	1,82712
0,45193	1,82487
0,45392	1,82262
0,4559	1,82036
0,45789	1,81811
0,45987	1,81585
0,46186	1,81358
0,46384	1,81132
0,46583	1,80905
0,46781	1,80678
0,4698	1,80451
0,47179	1,80224
0,47377	1,79996
0,47576	1,79768
0,47774	1,7954
0,47973	1,79312
0,48171	1,79083
0,4837	1,78854
0,48569	1,78625
0,48767	1,78396
0,48966	1,78167
0,49164	1,77938
0,49363	1,77708
0,49561	1,77478
0,4976	1,77248
0,49958	1,77018
0,50157	1,76788
0,50356	1,76557
0,50554	1,76326
0,50753	1,76096
0,50951	1,75865
0,5115	1,75634
0,51348	1,75402
0,51547	1,75171
0,51745	1,74939
0,51944	1,74708
0,52143	1,74476
0,52341	1,74244
0,5254	1,74012
0,52738	1,7378
0,52937	1,73548
0,53135	1,73316
0,53334	1,73083
0,53532	1,72851
0,53731	1,72618
0,5393	1,72386
0,54128	1,72153
0,54327	1,7192
0,54525	1,71688
0,54724	1,71455
0,54922	1,71222
0,55121	1,70989
0,55319	1,70756
0,55518	1,70522
0,55717	1,70289
0,55915	1,70056
0,56114	1,69823
0,56312	1,6959
0,56511	1,69356
0,56709	1,69123
0,56908	1,6889
0,57106	1,68656
0,57305	1,68423
0,57504	1,6819
0,57702	1,67956
0,57901	1,67723
0,58099	1,67489
0,58298	1,67256
0,58496	1,67023
0,58695	1,66789
0,58893	1,66556
0,59092	1,66323
0,59291	1,6609
0,59489	1,65856
0,59688	1,65623
0,59886	1,6539
0,60085	1,65157
0,60283	1,64924
0,60482	1,64691
0,6068	1,64458
0,60879	1,64225
0,61078	1,63993
0,61276	1,6376
0,61475	1,63527
0,61673	1,63295
0,61872	1,63062
0,6207	1,6283
0,62269	1,62597
0,62467	1,62365
0,62666	1,62133
0,62865	1,61901
0,63063	1,61669
0,63262	1,61438
0,6346	1,61206
0,63659	1,60974
0,63857	1,60743
0,64056	1,60512
0,64254	1,6028
0,64453	1,60049
